id,ticker,action,severity,rationale,quant_direction,research_verdict,research_confidence,signal_type,price,research_summary,model_used,correlated_at,received_at,telegram_sent,telegram_sent_at,telegram_error,key_findings,risk_factors
139,BLSH,confirmed_bearish,critical,"Quant signal (bearish): MACD (-0.000) crossed below signal line (-0.000). Research verdict agrees with the technical setup: bearish at 85% confidence -- The bearish MACD crossover aligns with negative fundamental sentiment and recent ratings downgrades for Bullish (BLSH). News articles indicate the stock was added to the Zacks Rank #5 Strong Sell list on July 24, 2026, and point out that valuation remains expensive relative to sales despite a 39% year-to-date decline. Additionally, reports suggest the company lacks the right combination of ingredients for an upcoming earnings beat.",bearish,bearish,0.85,macd_bearish_cross,24.54,"The bearish MACD crossover aligns with negative fundamental sentiment and recent ratings downgrades for Bullish (BLSH). News articles indicate the stock was added to the Zacks Rank #5 Strong Sell list on July 24, 2026, and point out that valuation remains expensive relative to sales despite a 39% year-to-date decline. Additionally, reports suggest the company lacks the right combination of ingredients for an upcoming earnings beat.",gemini-flash-lite-latest,2026-08-11T13:30:20.238461+00:00,2026-08-11T13:30:20.255041+00:00,True,2026-08-11T13:30:21.301942+00:00,,"['BLSH was added to the Zacks Rank #5 (Strong Sell) List on July 24, 2026.', 'The stock has experienced a 39% decline year to date as of late July 2026.', 'Valuation checks continue to lean expensive rather than cheap based on sales.', 'The company does not possess the right combination of key ingredients for a likely earnings beat in its upcoming report.']","['The stock has already fallen about 39% year to date, which could limit further downside if sentiment fully prices in the bad news.', 'Future growth in revenue and cash flows could theoretically support the current price if expectations are exceeded.']"
140,MSFT,contradicted,warning,"Quant signal (bearish): MACD (-0.163) crossed below signal line (-0.033). Research verdict CONTRADICTS the technical setup: bullish at 60% confidence -- Despite a short-term bearish MACD crossover at 504.02, recent news highlights strong fundamental momentum with Microsoft hitting yearly highs, reporting a record-setting single-day gain of over 15% on July 30, 2026, driven by robust cloud growth forecasts and a custom silicon strategy involving the Maia 300 AI chip. The fundamental backdrop undercuts the bearish technical signal.",bearish,bullish,0.6,macd_bearish_cross,504.0199890136719,"Despite a short-term bearish MACD crossover at 504.02, recent news highlights strong fundamental momentum with Microsoft hitting yearly highs, reporting a record-setting single-day gain of over 15% on July 30, 2026, driven by robust cloud growth forecasts and a custom silicon strategy involving the Maia 300 AI chip. The fundamental backdrop undercuts the bearish technical signal.",gemini-flash-lite-latest,2026-08-11T13:31:22.135589+00:00,2026-08-11T13:31:22.147381+00:00,True,2026-08-11T13:31:23.087934+00:00,,"['On July 30, 2026, MSFT shares jumped more than 15% after forecasting stronger-than-expected cloud growth and reaffirming heavy cash generation, adding nearly $450 billion in market value.', 'Microsoft is ramping up its custom silicon strategy by preparing to unveil the Maia 300 AI chip this fall and securing TSMC manufacturing capacity.', 'The stock recently hit its highest level of the year amid a record rally.']","['MACD crossed below the signal line (-0.163 vs -0.033), indicating potential short-term downside or consolidation following a parabolic rally.', ""Annual filings show increasing volatility and negative fluctuations in 'Other, net' income components, such as a net loss of $4,901 million in 2025 compared to $(1,646) million in 2024.""]"
141,CSCO,contradicted,warning,"Quant signal (bearish): MACD (-0.035) crossed below signal line (-0.034). Research verdict CONTRADICTS the technical setup: bullish at 75% confidence -- The MACD bullish crossover is supported by positive recent news highlighting momentum from AI infrastructure orders, security partnerships like Tech Mahindra, and UBS expectations for an earnings beat ahead of the August 12 report. However, ongoing fundamental risks regarding gross margin sustainability and supply chain impacts temper the outlook.",bearish,bullish,0.75,macd_bearish_cross,120.7699966430664,"The MACD bullish crossover is supported by positive recent news highlighting momentum from AI infrastructure orders, security partnerships like Tech Mahindra, and UBS expectations for an earnings beat ahead of the August 12 report. However, ongoing fundamental risks regarding gross margin sustainability and supply chain impacts temper the outlook.",gemini-flash-lite-latest,2026-08-11T13:53:18.872023+00:00,2026-08-11T13:53:18.895723+00:00,True,2026-08-11T13:53:19.774761+00:00,,"['Cisco has seen building momentum with a 30-day share price return of 8.13% ahead of the upcoming August 12 earnings call.', 'UBS expects Cisco to deliver revenue and earnings above consensus estimates, supported by accelerating demand for AI infrastructure.', 'Recent business developments include the Tech Mahindra Security Service Edge partnership and new emergency calling integration for Webex.']","['Product gross margins have declined in certain prior periods, and Cisco notes that current levels of product gross margin may not be sustainable.', 'Potential fluctuations in demand, changes in sales and implementation cycles, and reduced visibility into customer spending plans.', 'Uncertainties related to inventory commitments and purchase commitments with contract manufacturers and suppliers.']"
142,SPCX,confirmed_bullish,warning,"Quant signal (bullish): MACD (-0.135) crossed above signal line (-0.137). Research verdict agrees with the technical setup: bullish at 75% confidence -- The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",bullish,bullish,0.75,macd_bullish_cross,135.09970092773438,"The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",gemini-flash-lite-latest,2026-08-11T13:53:21.366576+00:00,2026-08-11T13:53:21.377181+00:00,True,2026-08-11T13:53:22.319451+00:00,,"['Stock rebounded 21.1% over the past week following a prior 24.5% monthly decline.', 'Starlink growth is profitable and AI gains are fast, supported by heavy spending on AI and telecom infrastructure.', 'ARK Invest noted a $28.5 trillion total addressable market outlined in IPO filings.', 'Net cash from financing activities increased by $91,092 million for the six months ended June 30, 2026, driven by IPO proceeds and the SpaceX Notes.']","['Valuation checks currently lean expensive, putting the recent rebound under scrutiny.', 'Heavy spending on AI and telecom infrastructure keeps risks high.', 'Extinguishment of certain debts resulted in a loss on extinguishment of $1,526 million recorded in Other income (expense), net.']"
143,ORCL,confirmed_bearish,critical,"Quant signal (bearish): MACD (-0.299) crossed below signal line (-0.298). Research verdict agrees with the technical setup: bearish at 85% confidence -- Recent news headlines citing Michael Burry re-entering ORCL put options and shorts, alongside a price target cut by UBS due to AI spending concerns and exposure to OpenAI, align directly with the technical MACD bearish cross. Furthermore, 10-K risk factors explicitly highlight potential stock price volatility and dilution risks related to the ATM program and convertible preferred stock.",bearish,bearish,0.85,macd_bearish_cross,145.3000030517578,"Recent news headlines citing Michael Burry re-entering ORCL put options and shorts, alongside a price target cut by UBS due to AI spending concerns and exposure to OpenAI, align directly with the technical MACD bearish cross. Furthermore, 10-K risk factors explicitly highlight potential stock price volatility and dilution risks related to the ATM program and convertible preferred stock.",gemini-flash-lite-latest,2026-08-11T13:55:20.716269+00:00,2026-08-11T13:55:20.719925+00:00,True,2026-08-11T13:55:21.536216+00:00,,"['Investor Michael Burry re-entered ORCL puts and short positions following an earlier wind-down.', 'UBS lowered its Oracle price target from $285 to $245, citing risks regarding rising AI infrastructure spending, returns on invested capital, credit markets, and OpenAI exposure.', 'The 2026 10-K notes that stock price volatility and investment value losses can be affected by public announcements concerning AI advancements, data center capacity, and strategic transactions.']","['Conversion of 6.50% Series D Mandatory Convertible Preferred Stock and share issuances under the ATM Program may dilute common stock ownership.', 'Timing of announcements regarding new cloud services, AI advancements, and technological advances could induce stock price volatility.']"
144,STX,confirmed_bullish,critical,"Quant signal (bullish): MACD (-3.056) crossed above signal line (-3.205). Research verdict agrees with the technical setup: bullish at 85% confidence -- Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",bullish,bullish,0.85,macd_bullish_cross,798.4099731445312,"Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",gemini-flash-lite-latest,2026-08-11T13:57:52.263258+00:00,2026-08-11T13:57:52.273875+00:00,True,2026-08-11T13:57:53.088064+00:00,,"['Seagate reported solid Q4 earnings fueled by an AI-driven storage boom and faster HAMR adoption.', 'Recent news highlights rising storage prices, supporting continued positive stock momentum following very large gains over the past year.', 'Company technology leaders are scheduled to present at the Future of Memory and Storage (FMS) 2026 conference, keeping focus on its growth vision.']","['A higher current valuation makes the risk-reward profile more balanced for new positions.', 'Potential volatility tied to broader technology sector sentiment and market cyclicality.']"
145,SPCX,contradicted,warning,"Quant signal (bearish): MACD (0.225) crossed below signal line (0.233). Research verdict CONTRADICTS the technical setup: bullish at 75% confidence -- The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",bearish,bullish,0.75,macd_bearish_cross,136.97500610351562,"The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",gemini-flash-lite-latest,2026-08-11T14:15:19.187439+00:00,2026-08-11T14:15:19.198630+00:00,True,2026-08-11T14:15:20.216778+00:00,,"['Stock rebounded 21.1% over the past week following a prior 24.5% monthly decline.', 'Starlink growth is profitable and AI gains are fast, supported by heavy spending on AI and telecom infrastructure.', 'ARK Invest noted a $28.5 trillion total addressable market outlined in IPO filings.', 'Net cash from financing activities increased by $91,092 million for the six months ended June 30, 2026, driven by IPO proceeds and the SpaceX Notes.']","['Valuation checks currently lean expensive, putting the recent rebound under scrutiny.', 'Heavy spending on AI and telecom infrastructure keeps risks high.', 'Extinguishment of certain debts resulted in a loss on extinguishment of $1,526 million recorded in Other income (expense), net.']"
146,ORCL,confirmed_bearish,critical,"Quant signal (bearish): MACD (0.164) crossed below signal line (0.195). Research verdict agrees with the technical setup: bearish at 85% confidence -- Recent news headlines citing Michael Burry re-entering ORCL put options and shorts, alongside a price target cut by UBS due to AI spending concerns and exposure to OpenAI, align directly with the technical MACD bearish cross. Furthermore, 10-K risk factors explicitly highlight potential stock price volatility and dilution risks related to the ATM program and convertible preferred stock.",bearish,bearish,0.85,macd_bearish_cross,146.98890686035156,"Recent news headlines citing Michael Burry re-entering ORCL put options and shorts, alongside a price target cut by UBS due to AI spending concerns and exposure to OpenAI, align directly with the technical MACD bearish cross. Furthermore, 10-K risk factors explicitly highlight potential stock price volatility and dilution risks related to the ATM program and convertible preferred stock.",gemini-flash-lite-latest,2026-08-11T14:16:19.225526+00:00,2026-08-11T14:16:19.227981+00:00,True,2026-08-11T14:16:20.134011+00:00,,"['Investor Michael Burry re-entered ORCL puts and short positions following an earlier wind-down.', 'UBS lowered its Oracle price target from $285 to $245, citing risks regarding rising AI infrastructure spending, returns on invested capital, credit markets, and OpenAI exposure.', 'The 2026 10-K notes that stock price volatility and investment value losses can be affected by public announcements concerning AI advancements, data center capacity, and strategic transactions.']","['Conversion of 6.50% Series D Mandatory Convertible Preferred Stock and share issuances under the ATM Program may dilute common stock ownership.', 'Timing of announcements regarding new cloud services, AI advancements, and technological advances could induce stock price volatility.']"
147,STX,contradicted,critical,"Quant signal (bearish): MACD (0.204) crossed below signal line (0.204). Research verdict CONTRADICTS the technical setup: bullish at 85% confidence -- Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",bearish,bullish,0.85,macd_bearish_cross,803.5900268554688,"Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",gemini-flash-lite-latest,2026-08-11T14:21:19.960025+00:00,2026-08-11T14:21:19.977645+00:00,True,2026-08-11T14:21:20.988308+00:00,,"['Seagate reported solid Q4 earnings fueled by an AI-driven storage boom and faster HAMR adoption.', 'Recent news highlights rising storage prices, supporting continued positive stock momentum following very large gains over the past year.', 'Company technology leaders are scheduled to present at the Future of Memory and Storage (FMS) 2026 conference, keeping focus on its growth vision.']","['A higher current valuation makes the risk-reward profile more balanced for new positions.', 'Potential volatility tied to broader technology sector sentiment and market cyclicality.']"
148,ORCL,contradicted,critical,"Quant signal (bullish): MACD (-0.080) crossed above signal line (-0.081). Research verdict CONTRADICTS the technical setup: bearish at 85% confidence -- Recent news headlines citing Michael Burry re-entering ORCL put options and shorts, alongside a price target cut by UBS due to AI spending concerns and exposure to OpenAI, align directly with the technical MACD bearish cross. Furthermore, 10-K risk factors explicitly highlight potential stock price volatility and dilution risks related to the ATM program and convertible preferred stock.",bullish,bearish,0.85,macd_bullish_cross,146.25070190429688,"Recent news headlines citing Michael Burry re-entering ORCL put options and shorts, alongside a price target cut by UBS due to AI spending concerns and exposure to OpenAI, align directly with the technical MACD bearish cross. Furthermore, 10-K risk factors explicitly highlight potential stock price volatility and dilution risks related to the ATM program and convertible preferred stock.",gemini-flash-lite-latest,2026-08-11T14:36:20.086656+00:00,2026-08-11T14:36:20.102132+00:00,True,2026-08-11T14:36:20.933693+00:00,,"['Investor Michael Burry re-entered ORCL puts and short positions following an earlier wind-down.', 'UBS lowered its Oracle price target from $285 to $245, citing risks regarding rising AI infrastructure spending, returns on invested capital, credit markets, and OpenAI exposure.', 'The 2026 10-K notes that stock price volatility and investment value losses can be affected by public announcements concerning AI advancements, data center capacity, and strategic transactions.']","['Conversion of 6.50% Series D Mandatory Convertible Preferred Stock and share issuances under the ATM Program may dilute common stock ownership.', 'Timing of announcements regarding new cloud services, AI advancements, and technological advances could induce stock price volatility.']"
149,SPCX,contradicted,warning,"Quant signal (bearish): MACD (-0.273) crossed below signal line (-0.271). Research verdict CONTRADICTS the technical setup: bullish at 75% confidence -- The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",bearish,bullish,0.75,macd_bearish_cross,134.34500122070312,"The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",gemini-flash-lite-latest,2026-08-11T14:37:20.115133+00:00,2026-08-11T14:37:20.128207+00:00,True,2026-08-11T14:37:21.113530+00:00,,"['Stock rebounded 21.1% over the past week following a prior 24.5% monthly decline.', 'Starlink growth is profitable and AI gains are fast, supported by heavy spending on AI and telecom infrastructure.', 'ARK Invest noted a $28.5 trillion total addressable market outlined in IPO filings.', 'Net cash from financing activities increased by $91,092 million for the six months ended June 30, 2026, driven by IPO proceeds and the SpaceX Notes.']","['Valuation checks currently lean expensive, putting the recent rebound under scrutiny.', 'Heavy spending on AI and telecom infrastructure keeps risks high.', 'Extinguishment of certain debts resulted in a loss on extinguishment of $1,526 million recorded in Other income (expense), net.']"
